"3548";"Peculato"
"3550";"Peculato mediante erro de outrem"
"3551";"Extravio, sonegação ou inutilização de livro ou documento "
"3552";"Emprego irregular de verbas ou rendas públicas "
"3553";"Concussão "
"3554";"Excesso de exação "
"3555";"Corrupção passiva "
"3557";"Prevaricação"
"3558";"Condescendência criminosa"
"3559";"Advocacia administrativa "
"3560";"Violência arbitrária "
"3561";"Abandono de função "
"3562";"Exercício funcional ilegalmente antecipado ou prolongado "
"3563";"Violação do sigilo funcional "
"3564";"Violação do sigilo de proposta de concorrência "
"3565";"Usurpação de função pública "
"3566";"Resistência "
"3567";"Tráfico de influência "
"3568";"Corrupção ativa "
"3569";"Impedimento, perturbação ou fraude de concorrência"
"3570";"Inutilização de edital ou de sinal "
"3571";"Subtração ou inutilização de livro ou documento "
"3572";"Desobediência "
"3573";"Desacato "
"3574";"Contrabando ou descaminho"
"3576";"Denunciação caluniosa "
"3577";"Comunicação falsa de crime ou de contravenção "
"3578";"Auto-acusação falsa"
"3579";"Falso testemunho ou falsa perícia "
"3580";"Coação no curso do processo "
"3581";"Exercício arbitrário das próprias razões "
"3582";"Fraude processual"
"3583";"Favorecimento pessoal "
"3584";"Favorecimento real "
"3585";"Exercício arbitrário ou abuso de poder "
"3586";"Fuga de pessoa presa ou submetida a medida de segurança "
"3587";"Evasão mediante violência contra a pessoa "
"3588";"Arrebatamento de preso "
"3589";"Motim de presos "
"3590";"Patrocínio infiel "
"3591";"Patrocínio simultâneo ou tergiversação "
"3592";"Sonegação de papel ou objeto de valor probatório "
"3593";"Exploração de prestígio "
"3594";"Violência ou fraude em arrematação judicial"
"3595";"Desobediência a decisão judicial sobre perda ou suspensão de direitos "
"3596";"Inserção de dados falsos em sistema de informações "
"3598";"Sonegação de contribuição previdenciária "
"3604";"Crimes de Responsabilidade"
"3605";"Crimes contra a Economia Popular"
"3606";"Crimes de Abuso de Autoridade"
"3608";"Tráfico de Drogas e Condutas Afins"
"3613";"Crimes Resultante de Preconceito de Raça ou de Cor"
"3614";"Crimes contra a Ordem Tributária"
"3615";"Crimes contra a Ordem Econômica"
"3616";"Crimes contra as Relações de Consumo"
"3617";"Representação caluniosa"
"3619";"Crimes contra a Fauna"
"3620";"Crimes contra a Flora"
"3621";"Da Poluição"
"3622";"Agrotóxicos "
"3624";"Caça "
"3627";"Pesca "
"3628";"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores"
"3629";"Crimes contra as Telecomunicações"
"3630";"Crimes Previstos na Lei de Estrangeiros"
"3631";"Crimes de Tortura"
"3632";"Crimes de Trânsito"
"3633";"Crimes do Sistema Nacional de Armas"
"3634";"Crimes de Imprensa"
"3637";"Crimes Previstos no Estatuto da criança e do adolescente"
"3638";"Crimes contra o mercado de capitais"
"3640";"Crimes de genocídio"
"3641";"Sigilo Telefônico"
"3642";"Crimes da Lei de licitações"
"3647";"Crimes praticados contra os índios e a cultura indígena"
"3650";"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública"
"3651";"Crimes Agrários"
"3653";"Crimes relacionados à Comissão Parlamentar de Inquérito"
"3654";"Crimes Eleitorais"
"3655";"Crime de Quebra de Sigilo Financeiro"
"3656";"Crimes do Código Brasileiro de Telecomunicações"
"3659";"Crimes Previstos no Estatuto do Idoso"
"3660";"Parcelamento do solo urbano"
"3661";"Crimes Falimentares"
"3664";"Crimes Militares"
"3692";"Contravenções Penais"
"4264";"Nulidade"
"4271";"Suspensão"
"4272";"Trancamento"
"4310";"Fiança"
"4355";"Prisão Preventiva"
"4370";"Recebimento"
"4371";"Rejeição"
"4438";"Anulação"
"4442";"Restituição / Indenização de Despesa"
"4656";"Direito Autoral"
"4660";"Patente"
"4670";"Desenho Industrial"
"4680";"Marca"
"4703";"Defeito, nulidade ou anulação"
"4706";"Evicção ou Vicio Redibitório"
"4718";"Cessão de Crédito"
"4728";"Câmbio"
"4794";"Parceria Agrícola e/ou pecuária"
"4813";"Representação comercial"
"4829";"Atraso de vôo"
"4830";"Cancelamento de vôo"
"4831";"Overbooking"
"4832";"Extravio de bagagem"
"4840";"Equivalência salarial"
"4841";"Quitação"
"4842";"Reajuste de Prestações"
"4843";"Transferência de Financiamento (contrato de gaveta)"
"4846";"Sustação/Alteração de Leilão"
"4847";"Seguro"
"4854";"Revisão do Saldo Devedor"
"4899";"Assembléia"
"4902";"Eleição"
"4904";"Extinção"
"4907";"Assembléia"
"4909";"Eleição"
"4910";"Extinção"
"4933";"Apuração de haveres"
"4934";"Constituição"
"4935";"Dissolução"
"4939";"Desconsideração da Personalidade Jurídica"
"4940";"Ingresso e Exclusão dos Sócios na Sociedade"
"4942";"Responsabilidade dos sócios e administradores"
"4943";"Transferência de cotas"
"4951";"Anulação"
"4957";"Requisitos"
"4960";"Cédula de Crédito Bancário"
"4961";"Cédula de Crédito à Exportação"
"4962";"Cédula de Crédito Comercial"
"4963";"Cédula de Crédito Industrial"
"4964";"Cédula de Crédito Rural"
"4968";"Cédula de Produto Rural"
"4969";"Cédula Hipotecária"
"4970";"Cheque"
"4971";"Debêntures"
"4972";"Duplicata"
"4973";"Letra de Câmbio"
"4974";"Nota de Crédito Comercial"
"4975";"Nota de Crédito Industrial"
"4976";"Nota de Crédito Rural"
"4980";"Nota Promissória"
"4981";"Warrant"
"4994";"Recuperação extrajudicial"
"4998";"Autofalência"
"5000";"Concurso de Credores"
"5001";"Liquidação"
"5010";"Bolsa de Valores"
"5269";"Mínimo"
"5282";"Doméstico"
"5290";"Mineiros de Subsolos"
"5555";"Crime Tentado"
"5556";"Grave"
"5557";"Gravíssima"
"5558";"Privilegiada"
"5560";"Decorrente de Violência Doméstica"
"5564";"Furto Privilegiado"
"5565";"Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior"
"5566";"Roubo Majorado"
"5567";"Latrocínio"
"5568";"Extorsão mediante Seqüestro Seguida de Morte"
"5569";"Extorsão mediante Sequestro Seguida de Lesão Corporal Grave"
"5570";"Supressão ou Alteração de Marca em Animais"
"5571";"Dano Qualificado"
"5572";"Apropriação de Tesouro"
"5573";"Apropriação de Coisa Achada"
"5612";"Créditos / Privilégios Marítimos"
"5632";"Prescrição e Decadência"
"5680";"Edição"
"5787";"Exoneração"
"5788";"Revisão"
"5801";"Busca e Apreensão de Menores"
"5802";"Guarda"
"5804";"Investigação de Paternidade"
"5805";"Regulamentação de Visitas"
"5813";"Nulidade / Anulação"
"5825";"Nulidade e Anulação de Testamento"
"5829";"Nulidade e Anulação de Partilha e Adjudicação de Herança"
"5831";"Sub-rogação de Vinculo"
"5832";"Exclusão de herdeiro ou legatário"
"5833";"Petição de Herança"
"5834";"Deserdação"
"5835";"Disposição de coisa alheia como própria"
"5836";"Alienação ou Oneração Fraudulenta de Coisa Própria"
"5837";"Defraudação de Penhor"
"5838";"Fraude na Entrega de Coisa"
"5839";"Fraude para Recebimento de Indenização ou Valor de Seguro"
"5840";"Fraude no Pagamento por Meio de Cheque"
"5841";"Duplicata Simulada"
"5842";"Abuso de Incapazes"
"5843";"Induzimento à Especulação"
"5844";"Fraude no Comércio"
"5845";"Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações"
"5846";"""Emissão Irregular de Conhecimento de Depósito ou """"Warrant"""""""
"5847";"Receptação Qualificada"
"5850";"Posse Sexual Mediante Fraude"
"5851";"Assédio Sexual"
"5852";"Favorecimento da Prostituição"
"5853";"Casa de Prostituição"
"5854";"Rufianismo"
"5855";"Tráfico Internacional de Pessoas"
"5856";"Tráfico Interno de Pessoas"
"5862";"Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante"
"5865";"Crime Culposo"
"5866";"Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 "
"5867";"Medicamento em Desacordo com Receita Médica"
"5869";"Incitação ao Crime"
"5870";"Apologia de Crime ou Criminoso"
"5873";"Crimes Praticados por Particular Contra a Administração Pública Estrangeira"
"5878";"Crimes contra Patente de Invenção"
"5880";"Crimes contra as Marcas"
"5881";"Crimes Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda "
"5883";"Crimes de Concorrência Desleal"
"5885";"Posse de Drogas para Consumo Pessoal"
"5893";"Crime Contra a Administração da Justiça - Lei da Ação de Alimentos "
"5894";"Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins "
"5895";"Indução, Instigação ou Auxílio ao Uso de Drogas"
"5896";"Oferecimento de Drogas para Consumo Conjunto"
"5897";"Associação para a Produção e Tráfico e Condutas Afins"
"5898";"Financiamento ou Custeio de Produção ou Tráfico de Drogas"
"5899";"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas "
"5900";"Prescrição Culposa de Drogas"
"5901";"Condução de Embarcação ou Aeronave sob Efeito de Drogas"
"5903";"Contratação de Operação de Crédito"
"5905";"Assunção de Obrigação no Último Ano do Mandato ou Legislatura"
"5906";"Ordenação de Despesa Não Autorizada"
"5907";"Prestação de Garantia Graciosa"
"5908";"Não Cancelamento de Restos a Pagar"
"5910";"Oferta Pública ou Colocação de Títulos no Mercado"
"5911";"Perigo de Contágio Venéreo"
"5915";"Isenção"
"5917";"IRPF/Imposto de Renda de Pessoa Física"
"5933";"IRPJ/Imposto de Renda de Pessoa Jurídica"
"5941";"II/ Imposto sobre Importação"
"5944";"IE/ Imposto sobre Exportação"
"5945";"IPI/ Imposto sobre Produtos Industrializados"
"5947";"ICMS/Importação"
"5948";"IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários"
"5950";"ITR/ Imposto Territorial Rural"
"5951";"ISS/ Imposto sobre Serviços"
"5952";"IPTU/ Imposto Predial e Territorial Urbano"
"5953";"IPVA - Imposto Sobre Propriedade de Veículos Automotores"
"5954";"ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis"
"5955";"ITCD - Imposto de Transmissão Causa Mortis"
"5962";"Taxa de Fiscalização Ambiental"
"5964";"Taxa de Licença de Importação"
"5971";"Estaduais"
"5974";"Aquisição de veículos automotores"
"5975";"Aquisição de combustíveis"
"5976";"Aquisição de passagens e moedas - Viagem Exterior"
"5980";"Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante"
"5981";"Substituição Tributária"
"5982";"DIMOB/Declaração de Informações sobre Atividades Imobilíárias"
"5983";"CNPJ/Cadastro Nacional de Pessoas Jurídicas"
"5984";"CPF/Cadastro de Pessoas Físicas"
"5985";"Obrigação Acessória"
"5988";"Carta de fiança"
"5989";"Parcelamento"
"5991";"Compensação com Apólices da Dívida Pública"
"5994";"Compensação"
"5995";"TDA/Títulos da Dívida Agrária"
"5996";"Anistia"
"5997";"Denúncia espontânea"
"5998";"Lançamento"
"6000";"Expedição de CND"
"6001";"Expedição de Certidão Positiva de Débito com Efeito de Negativa"
"6002";"Certificado de Regularidade - FGTS"
"6003";"Incentivos fiscais"
"6004";"Anulação de Débito Fiscal"
"6005";"Juros/Correção Monetária"
"6006";"Prazo de Recolhimento"
"6007";"Repetição de indébito"
"6009";"Crédito Prêmio"
"6010";"Crédito Presumido"
"6011";"Fato Gerador/Incidência"
"6013";"Alíquota Zero"
"6014";"Alíquota Progressiva"
"6015";"Índice da Alíquota"
"6016";"Creditamento"
"6017";"Dívida Ativa"
"6019";"Depósito Prévio ao Recurso Administrativo"
"6020";"Arrolamento de Bens"
"6023";"Utilização de Dados Relativos à CPMF para Fins de Fiscalização"
"6024";"Liberação de mercadorias"
"6025";"Levantamento de depósito"
"6026";"Cadastro de Inadimplentes - CADIN"
"6027";"Autorização para Impressão de Documentos Fiscais - AIDF"
"6028";"Liberação de Veículo Apreendido"
"6029";"Perdimento de Bens"
"6032";"Contribuições de Melhoria"
"6034";"Finsocial"
"6035";"Cofins"
"6037";"Salário-Educação"
"6038";"Seguro Acidentes do Trabalho"
"6039";"PIS"
"6040";"Funrural"
"6041";"Contribuição INCRA"
"6042";"PASEP"
"6043";"Construção Civil"
"6045";"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros"
"6046";"Conselhos Regionais e Afins (Anuidade)"
"6047";"Contribuição Sindical"
"6049";"Servidores Ativos"
"6050";"Servidores Inativos"
"6051";"Mandato Eletivo/Lei 9.506/97"
"6052";"Aposentadoria/Retorno aoTrabalho"
"6053";"Cargo em Comissão"
"6054";"Tempo de Serviço Urbano/Contribuições não Recolhidas"
"6055";"Tempo de Serviço Rural/Contribuições não Recolhidas"
"6056";"Gratificação Natalina/13º Salário"
"6057";"Produção Agropecuária"
"6058";"Indenização Trabalhista"
"6059";"Reembolso auxílio-creche"
"6060";"Contribuição sobre a folha de salários"
"6061";"Devolução de contribuições previdenciárias pagas além do teto"
"6062";"1/3 de férias"
"6063";"Auxílio-Alimentação"
"6064";"Custeio de Assistência Médica"
"6065";"Hora Extra"
"6066";"Massa Falida- Recolhimento"
"6067";"Nota Fiscal ou Fatura"
"6068";"Salário-Maternidade"
"6069";"Contribuição sobre Nota Fiscal de Execução de Serviços"
"6070";"Contribuição de Autônomos, Empresários (Pró-labore) e Facultativos"
"6072";"FNT/Fundo Nacional de Telecomunicações"
"6074";"AITP/Adicional de Indenização do Trabalhador Portuário Avulso"
"6075";"Adicional de Tarifa Aeroportuária"
"6079";"Contribuição sobre licença de uso ou transferência de tecnologia"
"6081";"FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização "
"6083";"Contribuição de Iluminação Pública"
"6085";"FGTS/Fundo de Garantia Por Tempo de Serviço"
"6087";"CPMF/Contribuição Provisória sobre Movimentação Financeira"
"6090";"REFIS/Programa de Recuperação Fiscal"
"6091";"PAES/Parcelamento Especial"
"6092";"SIMPLES"
"6093";"Super SIMPLES"
"6095";"Aposentadoria por Invalidez"
"6097";"Urbana (Art. 48/51)"
"6098";"Rural (Art. 48/51)"
"6099";"Aposentadoria por Tempo de Serviço (Art. 52/4)"
"6100";"Aposentadoria Especial (Art. 57/8)"
"6101";"Auxílio-Doença Previdenciário"
"6102";"Salário-Família (Art. 65/70)"
"6103";"Salário-Maternidade (Art. 71/73)"
"6104";"Pensão por Morte (Art. 74/9)"
"6105";"Auxílio-Reclusão (Art. 80)"
"6106";"Pecúlios (Art. 81/5)"
"6108";"Incapacidade Laborativa Parcial"
"6109";"Incapacidade Laborativa Permanente"
"6110";"Incapacidade Laborativa Temporária"
"6111";"Movimentos Repetitivos/Tenossinovite/LER/DORT"
"6112";"Redução da Capacidade Auditiva"
"6113";"Abono de Permanência em Serviço (Art. 87)"
"6117";"Renda Mensal Vitalícia"
"6118";"Aposentadoria por Tempo de Contribuição (Art. 55/6)"
"6122";"RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos)"
"6123";"RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição"
"6124";"RMI sem incidência de Teto Limitador"
"6125";"RMI da pensão de dependente de ex-combatente"
"6126";"Benefício mínimo a partir da CF/88 (art. 201, § 2º CF/88)"
"6128";"Limitação do salário-de-benefício e da renda mensal inicial"
"6129";"RMI cuja salário-de-benefício supera menor valor teto"
"6130";"Escala de Salário-Base"
"6131";"Contribuição sobre vinte salários mínimos"
"6132";"Cálculo do Benefício de acordo com a Sistemática anterior à Lei 9.876/99"
"6134";"Alteração do coeficiente de cálculo de pensão"
"6135";"Alteração do coeficiente de cálculo do benefício"
"6136";"Cálculo do benefício de segurado especial de acordo com a Lei 9.876/99"
"6137";"Cálculo do fator previdenciário - Lei 9.876/99"
"6139";"Reajuste pela Súmula 260 do TFR"
"6140";"Art. 58 ADCT da CF/88"
"6141";"Utilização do PNS no Reajuste de Benefícios"
"6142";"Manutenção do Benefício pela equivalência salarial"
"6143";"Expurgos inflacionários sobre os benefícios"
"6144";"Salário Mínimo de Ncz$ 120,00 para junho/89"
"6146";"Reajustamento pelo IGP-DI"
"6147";"Aplicação de coeficiente de cálculo diverso do fixado na Lei n.º 8.213/91"
"6148";"Reajuste aplicado ao salário mínimo em setembro/94"
"6150";"Reajustamento pelo INPC"
"6151";"Art. 144 da Lei 8.213/91 e/ou diferenças decorrentes"
"6152";"Gratificação Natalina a partir da CF/88 (Art. 201, § 6º CF/88)"
"6153";"Abono da Lei 8.178/91"
"6155";"Desconto do DL 1.910/81"
"6156";"Descontos dos benefícios"
"6157";"Correção Monetária pela Súmula 71 TFR"
"6158";"Correção Monetária de Benefício pago com atraso"
"6161";"Habilitação e Reabilitação Profissional"
"6164";"Declaração de Ausência"
"6166";"Renúncia ao benefício"
"6167";"Demonstrativo das importâncias pagas"
"6169";"Limite Mínimo de Idade"
"6170";"Perda da qualidade de segurado"
"6171";"Inclusão de Dependente"
"6172";"""Regra de Transição para Aposentadoria - """"Pedágio"""""""
"6174";"Data de Início de Benefício (DIB)"
"6175";"Cumulação"
"6176";"Parcelas de benefício não pagas"
"6177";"Concessão"
"6178";"Restabelecimento"
"6179";"Conversão"
"6182";"Averbação/Cômputo/Conversão de tempo de serviço especial"
"6183";"Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar)"
"6184";"Averbação/Cômputo de tempo de serviço rural (empregado/empregador)"
"6185";"Averbação/Cômputo do tempo de serviço como aluno aprendiz"
"6186";"Averbação/Cômputo do tempo de serviço militar"
"6187";"Averbação/Cômputo de tempo de serviço de empregado doméstico"
"6188";"Averbação/Cômputo de tempo de serviço urbano"
"6189";"Certidão de Tempo de Serviço"
"6190";"Contagem Recíproca de Tempo de Serviço"
"6216";"Prestação de Alimentos"
"6226";"Inclusão Indevida em Cadastro de Inadimplentes"
"6233";"Planos de Saúde"
"6238";"Oferta"
"6239";"Fixação"
"7618";"Turismo"
"7619";"Consórcio"
"7620";"Estabelecimentos de Ensino"
"7621";"Seguro"
"7626";"Assinatura Básica Mensal"
"7627";"Pulsos Excedentes"
"7629";"Empreitada"
"7631";"Honorários Profissionais"
"7632";"Trabalhador Eventual"
"7640";"Interdito Proibitório"
"7657";"Tutela e Curatela"
"7659";"Regime de Bens Entre os Cônjuges"
"7660";"Usufruto e Administração dos Bens de Filhos Menores"
"7661";"Bem de Família"
"7664";"Dissolução"
"7667";"Investigação de Maternidade"
"7671";"Adoção de Maior"
"7672";"União Homoafetiva"
"7676";"Administração de Herança"
"7677";"Reconhecimento / Dissolução"
"7687";"Inventário e Partilha"
"7689";"Assunção de Dívida"
"7696";"Preferências e Privilégios Creditórios"
"7697";"Correção Monetária"
"7698";"Perdas e Danos"
"7700";"Cláusula Penal"
"7701";"Arras ou Sinal"
"7703";"Pagamento"
"7704";"Pagamento em Consignação"
"7705";"Pagamento com Sub-rogação"
"7706";"Imputação do Pagamento"
"7707";"Dação em Pagamento"
"7708";"Novação"
"7709";"Compensação"
"7710";"Confusão"
"7711";"Remissão das Dívidas"
"7712";"Promessa de Recompensa"
"7713";"Gestão de Negócios"
"7714";"Pagamento Indevido"
"7715";"Enriquecimento sem Causa"
"7732";"Registro de nascimento após prazo legal"
"7735";"Retificação de Nome "
"7737";"Cancelamento de Protesto"
"7748";"Acidente Aéreo"
"7757";"Auxílio-Doença Acidentário"
"7760";"Fornecimento de Energia Elétrica"
"7761";"Fornecimento de Água"
"7767";"Substituição do Produto"
"7768";"Rescisão do contrato e devolução do dinheiro"
"7769";"Abatimento proporcional do preço "
"7770";"Interpretação / Revisão de Contrato"
"7772";"Cartão de Crédito"
"7773";"Financiamento de Produto"
"7774";"Serviços Profissionais"
"7775";"Serviços Hospitalares"
"7780";"Indenização por Dano Material"
"7781";"Protesto Indevido de Título"
"7785";"Prestação Pecuniária"
"7786";"Perda de Bens e Valores"
"7787";"Prestação de Serviços à Comunidade"
"7788";"Interdição Temporária de Direitos"
"7789";"Limitação de Fim de Semana"
"7792";"Pena de Multa"
"7794";"Tratamento Ambulatorial"
"7795";"Internação"
"7797";"Quanto à Embarcação"
"7834";"Retificação de Data de Nascimento"
"7835";"Retificação de Sexo"
"7836";"Restauração de Registro de Nascimento"
"7897";"Inscrição na Matrícula de Registro Torrens"
"7898";"Instituição de Bem de Família"
"7899";"Bloqueio de Matrícula"
"7911";"Por Remição"
"7912";"Por Terceiro Prejudicado"
"7925";"Registro de Óbito após prazo legal"
"7926";"Registro de Nascimento de Filho de Brasileiro Nascido no Exterior"
"7928";"Liberdade Provisória"
"7929";"Prisão em flagrante"
"7941";"Denegação"
"7945";"Falsidade"
"7949";"Direitos da Personalidade "
"7952";"Organizações Religiosas"
"8809";"Acidente de Trabalho"
"8810";"Salário por Acúmulo de Cargo / Função"
"8812";"Salário Maternidade"
"8816";"Salário Substituição"
"8817";"Gratificação por Tempo de Serviço"
"8818";"Gratificação de Função"
"8820";"Décimo Terceiro Salário Proporcional"
"8821";"Férias Proporcionais "
"8822";"Indenização Adicional"
"8823";"Saldo de Salário"
"8824";"Indenização do artigo 478 da CLT"
"8829";"Competência "
"8838";"Imunidade de Jurisdição"
"8843";"Assistência Judiciária Gratuita"
"8859";"Intervenção de Terceiros "
"8865";"Litigância de Má-Fé"
"8866";"Litisconsórcio e Assistência"
"8867";"Substituição Processual"
"8868";"Procuração / Mandato"
"8873";"Representação em Juízo"
"8875";"Ministério Público"
"8888";"Dos Auxiliares da Justiça"
"8919";"Nulidade"
"8928";"Prazo"
"8934";"Valor da Causa"
"8939";"Suspensão do Processo"
"8941";"Modificação ou Alteração do Pedido"
"8942";"Extinção do Processo Sem Resolução de Mérito"
